INPUT:id_left	INPUT:id_right	INPUT:json_left	INPUT:json_right	OUTPUT:result	OUTPUT:comments	GOLDEN:result	GOLDEN:comments	HINT:text	ASSIGNMENT:link	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
													
section-2645957	section-2646067	"{""sections"":[{""person"":{""name_raw"":""Долгат Ирина Сергеевна"",""role"":""Главный специалист-эксперт отдела административного, правового и кадрового обеспечения""},""incomes"":[{""size"":241352}],""year"":""2011"",""source"":""disclosures"",""office"":""Территориальный орган Росздравнадзора Ставропольский край"",""office_id"":4702}]}"	"{""sections"":[{""person"":{""name_raw"":""Долгат Ирина Сергеевна"",""role"":""Главный специалист-эксперт отдела административного, правового и кадрового обеспечения""},""incomes"":[{""size"":235536}],""year"":""2012"",""source"":""disclosures"",""office"":""Территориальный орган Росздравнадзора Ставропольский край"",""office_id"":4702}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8cd40330c242ad3377c88	0000094339--5fb8cd40330c242ad3377c88	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:18:08.964
													
section-1753834	section-4065864	"{""sections"":[{""person"":{""name_raw"":""Чачаков Ильшат Нурислямович"",""role"":""Главный специалист - эксперт""},""incomes"":[{""size"":285748},{""size"":0,""relative"":""ребенок""},{""size"":0,""relative"":""ребенок""}],""real_estates"":[{""square"":1267,""type_raw"":""Земельный участок 1267 кв.м. РФ"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":40,""type_raw"":""Жилой дом 40 кв.м. РФ"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":76,""type_raw"":""дом 76,7 кв.м. РФ"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":1267,""type_raw"":""земельный участок 1267 кв.м. РФ"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":40,""type_raw"":""Жилой дом 40 кв.м. РФ"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":1267,""type_raw"":""земельный участок 1267 кв.м. РФ"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":40,""type_raw"":""Жилой дом 40 кв.м. РФ"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2014"",""source"":""disclosures"",""office"":""Балезинский район"",""office_id"":2291}]}"	"{""sections"":[{""person"":{""name_raw"":""Чачаков Ильшат Нурислямович"",""role"":""Главный специалист - эксперт"",""department"":""Сведения о доходах, имуществе и обязательствах имущественного характера муниципальных служащих Управления финансов Администрации МО «Балезинский район» и членов их семей за 2017 год""},""incomes"":[{""size"":311455},{""size"":6057,""relative"":""супруг(а)""},{""size"":0,""relative"":""ребенок""},{""size"":0,""relative"":""ребенок""}],""real_estates"":[{""square"":1267,""type_raw"":""Земельный участок 1267 кв.м. РФ"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":76,""type_raw"":""дом 76,7 кв.м. РФ"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":44,""type_raw"":""квартира 44,4 кв.м. РФ В пользовании"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":1267,""type_raw"":""земельный участок 1267 кв.м. РФ"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":76,""type_raw"":""дом 76,7 кв.м. РФ"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":1267,""type_raw"":""земельный участок 1267 кв.м. РФ"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":76,""type_raw"":""дом 76,7 кв.м. РФ"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":1267,""type_raw"":""земельный участок 1267 кв.м. РФ"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":76,""type_raw"":""дом 76,7 кв.м. РФ"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""Балезинский район"",""office_id"":2291}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8cd495eb22f70099c2577	0000094339--5fb8cd495eb22f70099c2577	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:18:17.562
													
section-248154	section-4676980	"{""sections"":[{""person"":{""name_raw"":""Богатской Сергей Иванович"",""role"":""Главный инспектор""},""incomes"":[{""size"":583264},{""size"":634038,""relative"":""супруг(а)""}],""real_estates"":[{""square"":57,""type_raw"":""Квартира\n(пользование)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":57,""type_raw"":""Квартира\n(доля1/2)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2009"",""source"":""disclosures"",""office"":""Федеральная таможенная служба"",""office_id"":576}]}"	"{""sections"":[{""person"":{""name_raw"":""Богатской Сергей Иванович"",""role"":""Главный инспектор""},""incomes"":[{""size"":583264},{""size"":634038,""relative"":""супруг(а)""}],""real_estates"":[{""square"":57,""type_raw"":""Квартира\n(пользование)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":57,""type_raw"":""Квартира\n(доля1/2)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2009"",""source"":""disclosures"",""office"":""Центральная базовая таможня"",""office_id"":5508}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8ce52330c242ad3377e28	0000094339--5fb8ce52330c242ad3377e28	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:22:42.014
													
section-1242113	section-1241187	"{""sections"":[{""person"":{""name_raw"":""Нурлыева Лейсан Фоатовна"",""role"":""начальник МКУ «Управление образования» Исполнительного комитета Актанышского муниципального района""},""incomes"":[{""size"":758986},{""size"":576745,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""KIA CERATO"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":115,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":1238,""type_raw"":""земельные участки"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":197,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":115,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":578,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":115,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":115,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2014"",""source"":""disclosures"",""office"":""Актанышский район"",""office_id"":1946}]}"	"{""sections"":[{""person"":{""name_raw"":""Нурлыева Лейсан Фоатовна"",""role"":""начальник МКУ «Управление образования» Исполнительного комитета Актанышского муниципального района""},""incomes"":[{""size"":546062},{""size"":745860,""relative"":""супруг(а)""},{""size"":55307,""relative"":""ребенок""}],""vehicles"":[{""text"":""KIA CERATO"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":115,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":197,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":1238,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":578,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":1238,""type_raw"":""земельные участки"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":197,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":115,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":578,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":115,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":197,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":1238,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":578,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":115,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":197,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":1238,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":578,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2015"",""source"":""disclosures"",""office"":""Актанышский район"",""office_id"":1946}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8ce5b5eb22f70099c2712	0000094339--5fb8ce5b5eb22f70099c2712	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:22:51.022
													
section-4081077	section-1118496	"{""sections"":[{""person"":{""name_raw"":""Башаков Султан Ракимович"",""role"":""Глава Редутовского сельского поселения""},""incomes"":[{""size"":262835},{""size"":95769,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""1) легковой автомобиль Лада ВАЗ 2105""}],""real_estates"":[{""square"":131000,""type_raw"":""1) земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":78,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":131000,""type_raw"":""1) земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":78,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2015"",""source"":""disclosures"",""office"":""Чесменский район"",""office_id"":2101}]}"	"{""sections"":[{""person"":{""name_raw"":""Башаков Султан Ракимович"",""role"":""Глава Редутовского сельского поселения Чесменского муниципального района Челябинской области""},""incomes"":[{""size"":302766},{""size"":104078,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""ЛАДА 2105""}],""real_estates"":[{""square"":1300,""type_raw"":""Земель ный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":78,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":1300,""type_raw"":""Земель ный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":78,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""Чесменский район"",""office_id"":2101}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8ce68330c242ad3377e5a	0000094339--5fb8ce68330c242ad3377e5a	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:23:04.134
													
section-2417149	section-2419047	"{""sections"":[{""person"":{""name_raw"":""Марциновский Василий Брониславович"",""role"":""Начальник отдела"",""department"":""ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ В ТИМАШЕВСКОМ, БРЮХОВЕЦКОМ, ПРИМОРСКО-АХТАРСКОМ РАЙОНАХ""},""incomes"":[{""size"":374000},{""size"":324800,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""легковой КИА-СИД""}],""real_estates"":[{""square"":800,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":88,""type_raw"":""1/2 домовладения"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":800,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":349,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":88,""type_raw"":""1/2 домовладения"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":800,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":349,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":88,""type_raw"":""1/2 домовладения"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2009"",""source"":""disclosures"",""office"":""Управление Роспотребнадзора Краснодарский край"",""office_id"":4449}]}"	"{""sections"":[{""person"":{""name_raw"":""Марциновский Василий Брониславович"",""role"":""начальник отдела"",""department"":""ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ В ТИМАШЕВСКОМ, БРЮХОВЕЦКОМ, ПРИМОРСКО-АХТАРСКОМ РАЙОНАХ""},""incomes"":[{""size"":376000},{""relative"":""супруг(а)""}],""vehicles"":[{""text"":""легковой Киа-Сид""}],""real_estates"":[{""square"":800,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":88,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""type_raw"":""800\n\n88,5"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Неизвестное государство""},{""type_raw"":""800\n\n349\n\n88,5"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Неизвестное государство""}],""year"":""2010"",""source"":""disclosures"",""office"":""Управление Роспотребнадзора Краснодарский край"",""office_id"":4449}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8ce6c330c242ad3377e61	0000094339--5fb8ce6c330c242ad3377e61	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:23:08.309
													
section-922287	section-934876	"{""sections"":[{""person"":{""name_raw"":""Ангулов Денис Николаевич"",""role"":""Начальник отделения""},""incomes"":[{""size"":410902}],""real_estates"":[{""square"":25,""type_raw"":""квартира\n(аренда)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2011"",""source"":""disclosures"",""office"":""ГУФСИН Красноярский край"",""office_id"":873}]}"	"{""sections"":[{""person"":{""name_raw"":""Ангулов Д.Н."",""role"":""начальник отделения"",""department"":""ФБУ ИК-27 ГУФСИН России по Красноярскому краю""},""incomes"":[{""size"":410902}],""real_estates"":[{""square"":25,""type_raw"":""квартира (аренда)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2011"",""source"":""disclosures"",""office"":""ГУФСИН Красноярский край"",""office_id"":873}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8ce75330c242ad3377e81	0000094339--5fb8ce75330c242ad3377e81	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:23:17.101
													
section-3771204	section-3797957	"{""sections"":[{""person"":{""name_raw"":""Парушев Валерий Александрович"",""role"":""исполняющий обязанности начальника КГКУ «Зеленогорский отдел ветеринарии»""},""incomes"":[{""size"":368228}],""vehicles"":[{""text"":""Легковой автомобиль\nHonda Stream""}],""real_estates"":[{""square"":59,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":82,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":59,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2012"",""source"":""disclosures"",""office"":""Правительство Красноярского края"",""office_id"":177}]}"	"{""sections"":[{""person"":{""name_raw"":""Парушев Валерий Александрович"",""role"":""начальник КГКУ «Зеленогорский отдел ветеринарии»""},""incomes"":[{""size"":619024}],""vehicles"":[{""text"":""Легковой автомобиль\nHonda Stream""}],""real_estates"":[{""square"":59,""type_raw"":""квартира общая долевая 1/3"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":82,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":36,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""Служба по ветеринарному надзору Красноярского края"",""office_id"":7833}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8ce7cfaa09423cde0b128	0000094339--5fb8ce7cfaa09423cde0b128	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:23:24.344
													
section-386014	section-386251	"{""sections"":[{""person"":{""name_raw"":""Кайсын Елена Анатольевна"",""role"":""Главный специалист""},""incomes"":[{""size"":260028},{""size"":664372,""relative"":""супруг(а)""}],""real_estates"":[{""square"":68,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":42,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":42,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2014"",""source"":""disclosures"",""office"":""Ефремов - городской округ"",""office_id"":1679}]}"	"{""sections"":[{""person"":{""name_raw"":""Кайсын Елена Анатольевна"",""role"":""Главный специалист комитета по экономике, развитию малого, среднего бизнеса и организационной работе""},""incomes"":[{""size"":494578},{""size"":875460,""relative"":""супруг(а)""}],""real_estates"":[{""square"":68,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":41,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""type_raw"":""Не\n имеет"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":68,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2015"",""source"":""disclosures"",""office"":""Ефремов - городской округ"",""office_id"":1679}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8ce85faa09423cde0b13b	0000094339--5fb8ce85faa09423cde0b13b	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:23:33.288
													
section-3404957	section-3404728	"{""sections"":[{""person"":{""name_raw"":""Зиманкина Ксения Алексеевна"",""role"":""Специалист 1 разряда отдела надзора за СПГТС""},""incomes"":[{""size"":154408}],""real_estates"":[{""square"":49,""type_raw"":""квартира;"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2015"",""source"":""disclosures"",""office"":""Северо-Западное управление государственного морского и речного надзора Федеральной службы по надзору в сфере транспорта"",""office_id"":5148}]}"	"{""sections"":[{""person"":{""name_raw"":""Зиманкина Ксения Алексеевна"",""role"":""Специалист 1 разряда отдела надзора за СПГТС""},""incomes"":[{""size"":246190}],""real_estates"":[{""square"":49,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2016"",""source"":""disclosures"",""office"":""Северо-Западное управление государственного морского и речного надзора Федеральной службы по надзору в сфере транспорта"",""office_id"":5148}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8ce91330c242ad3377eb5	0000094339--5fb8ce91330c242ad3377eb5	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:23:45.683
													
section-1678814	section-1678903	"{""sections"":[{""person"":{""name_raw"":""Кусярбаева Л.Г."",""role"":""Специалист 1 категории""},""incomes"":[{""size"":302454},{""size"":95500,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""а/м Ford Focus""},{""text"":""а/м ВАЗ 21214\nприцеп"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":15160000,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":23029,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":121,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":2670,""type_raw"":""Земельный"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":15160000,""type_raw"":""Земельный участок Земельный участок Жилой дом"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":1361,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":121,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":2670,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2014"",""source"":""disclosures"",""office"":""Зианчуринский район"",""office_id"":2665}]}"	"{""sections"":[{""person"":{""name_raw"":""Кусярбаева Лена Галеевна"",""role"":""Ведущий специалист""},""incomes"":[{""size"":350004},{""size"":650000,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""а/м ВАЗ 212300\nприцеп"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":23029,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":121,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":2670,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":1361,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""Зианчуринский район"",""office_id"":2665}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8ce98330c242ad3377ec0	0000094339--5fb8ce98330c242ad3377ec0	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:23:52.626
													
section-697751	section-3725016	"{""sections"":[{""person"":{""name_raw"":""Шевердяева Ольга Александровна"",""role"":""советник отдела обработки и хранения документов""},""incomes"":[{""size"":616128}],""vehicles"":[{""text"":""Легковой автомобиль KIA DE (JB/Rio)""}],""real_estates"":[{""square"":603,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":35,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":53,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":16,""type_raw"":""Жилое строение без права регистрации проживания"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2013"",""source"":""disclosures"",""office"":""Правительство Воронежской области"",""office_id"":207}]}"	"{""sections"":[{""person"":{""name_raw"":""Шевердяева Ольга Александровна"",""role"":""советник отдела обработки и хранения документов""},""incomes"":[{""size"":592286}],""vehicles"":[{""text"":""Легковые автомобили:\n1) Kia DE (JB/Rio)\n2) Kia Rio""}],""real_estates"":[{""square"":603,""type_raw"":""Земельный участок садовый"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":16,""type_raw"":""Дачный дом Квартиры:"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":35,""type_raw"":""1)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":53,""type_raw"":""2)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2018"",""source"":""disclosures"",""office"":""Управление записи актов гражданского состояния Воронежской области"",""office_id"":7383}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8cea0330c242ad3377ee1	0000094339--5fb8cea0330c242ad3377ee1	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:24:00.745
													
section-380056	section-386043	"{""sections"":[{""person"":{""name_raw"":""Венчикова В.Р."",""role"":""Заместитель директора Департамента""},""incomes"":[{""size"":1908526}],""real_estates"":[{""square"":1200,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":39,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":39,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2014"",""source"":""disclosures"",""office"":""Министерство природных ресурсов и экологии"",""office_id"":599}]}"	"{""sections"":[{""person"":{""name_raw"":""Венчикова В.Р."",""role"":""Заместитель директора Департамента""},""incomes"":[{""size"":2040545}],""real_estates"":[{""square"":1200,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":56,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":39,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2018"",""source"":""disclosures"",""office"":""Министерство природных ресурсов и экологии"",""office_id"":599}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8ceadfaa09423cde0b180	0000094339--5fb8ceadfaa09423cde0b180	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:24:13.544
													
section-2457213	section-3128306	"{""sections"":[{""person"":{""name_raw"":""Синепуп И.В."",""role"":""главный бухгалтер"",""department"":""ФКП образовательное учреждение № 14 ФСИН России""},""incomes"":[{""size"":688664}],""vehicles"":[{""text"":""автомобиль легковой Skoda Fabia""}],""real_estates"":[{""square"":50,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":40,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2015"",""source"":""disclosures"",""office"":""Федеральная служба исполнения наказаний"",""office_id"":482}]}"	"{""sections"":[{""person"":{""name_raw"":""Синепуп И.В."",""role"":""главный бухгалтер"",""department"":""ФКП образовательное учреждение № 14""},""incomes"":[{""size"":713646},{""size"":20700,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""автомобиль легковой Шкода фабиа""}],""real_estates"":[{""square"":50,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":35,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":73,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":47,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":35,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2016"",""source"":""disclosures"",""office"":""УФСИН Республика Дагестан"",""office_id"":3913}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8ceb7faa09423cde0b190	0000094339--5fb8ceb7faa09423cde0b190	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:24:23.956
													
