Id	Name	2016	|2016|	2017	|2017|	2018	|2018|	2019	|2019|	2020	|2020|	Q1	PI	D1	V2	|V2|
3919	УФСИН Кабардино-Балкарская республика	1077784.5	36	1075663.0	36	1246411.0	36	1089331	37	1270744	35	2,94	16	17	1,0	111
3920	УФСИН Калининградская область	915492	71	918513	71	967347.0	60	956546	63	1025814.5	66	2,37	16	12	1,08	186
3922	УФСИН Республика Калмыкия	967217.0	28	1000150	31	995145.0	26	955139.0	30	999283.5	32	2,31	16	3	1,5	74
3924	УФСИН Калужская область	906189	55	921493.5	58	976913	51	992806	53	968209	49	2,24	16	6	1,0	166
3925	УФСИН Камчатский край	1890232	29	1708649.0	36	1854908	31	1723324	33	1798343.5	36	4,15	16	-4	1,58	94
3927	ОФСИН Карачаево-Черкесская республика	1109051	11	1274400	11	1138612	11	1095511	11	1359557	11	3,14	16	22	1,25	36
3928	УФСИН Республика Карелия	1268832.0	64	1310495	57	1383790.5	58	1368773	59	1521765.5	60	3,52	16	19	1,5	202
3929	ГУФСИН Кемеровская область	1085892	159	1083364.5	154	1141414.5	148	1138167.5	154	1187011	143	2,74	16	9	1,0	497
3930	УФСИН Кировская область	1022683	129	1008078	145	1040936.5	128	1017617.0	116	1110248	107	2,56	16	8	0,67	420
3932	ГУФСИН Республика Коми	1426522.0	106	1423372.5	104	1497655	101	1462584	95	1575462	99	3,64	16	10	1,17	336
3933	УФСИН Костромская область	896492	65	890701.0	66	917201.0	64	933923.5	68	1001135.0	64	2,31	16	11	1,0	213
3934	УФСИН Краснодарский край	932588.0	108	1006590	99	991028.0	104	1059459	101	1030968.0	98	2,38	16	10	1,0	310
3935	УФСИН Курганская область	921045	57	989278.5	58	984214.5	62	956853	63	1092539.5	66	2,52	16	18	1,21	200
3936	УФСИН Курская область	893382	47	893823.0	52	954806	41	951785	39	946717.5	48	2,19	16	5	0,75	143
3937	УФСИН Магаданская область	1719198	31	1795481.0	34	1848478	33	1958468.5	30	2072527	35	4,79	16	20	1,21	110
3938	УФСИН Республика Марий Эл	960174	49	961484	51	966516	51	982020	49	1000668	49	2,31	16	4	0,83	171
3939	УФСИН Республика Мордовия	879166	119	886828	137	927084	111	921381.0	116	1037709.0	122	2,4	16	18	1,25	380
3940	УФСИН Московская область	1091773.0	90	1110943.0	96	1145333.5	88	1261093	93	1304235	83	3,01	16	19	1,5	280
3941	УФСИН Мурманская область	1787106	57	1718687	57	1817610.5	60	1746343.0	60	1894751.0	52	4,38	16	6	0,67	190
3942	ГУФСИН Нижегородская область	981345	119	1025456	133	1038834	119	1066296.5	120	1030467.0	116	2,38	16	5	1,0	383
3943	УФСИН Новгородская область	873166.0	48	927288.5	48	940815	45	944913.5	50	971983.5	52	2,25	16	11	0,75	166
3944	ГУФСИН Новосибирская область	1095160	115	1094291	125	1160388	109	1169946	115	1216869	109	2,81	16	11	0,83	371
3945	УФСИН Омская область	1036025.5	94	1045992	91	1044389	85	1032883.0	84	1157236.0	90	2,67	16	11	1,0	279
3946	УФСИН Оренбургская область	1047307.0	104	977437.0	82	1000778.5	84	1005448.0	94	1075198	89	2,48	16	2	1,0	267
3947	УФСИН Орловская область	851292	51	883374.0	64	877010	55	913496.0	54	975875.5	54	2,25	16	14	1,0	184
3948	УФСИН Пензенская область	932460.5	52	902490.5	58	935608	59	944790.5	58	939908.5	62	2,17	16	0	0,75	151
3949	ГУФСИН Пермский край	1016853.5	162	991569	159	1018937	151	1049524.0	134	1050476.5	152	2,43	16	3	0,5	424
3950	ГУФСИН Приморский край	1184812.0	120	1236453	123	1315361.5	122	1348575	127	1448083.5	122	3,35	16	22	1,67	374
3951	УФСИН Псковская область	968709	49	907078.5	52	939523	53	957728.5	46	987288.0	52	2,28	16	1	0,33	157
3952	ГУФСИН Ростовская область	894287.5	96	952758.0	90	928704.0	92	969418.0	88	981445	85	2,27	16	9	0,79	284
3953	УФСИН Рязанская область	945119.5	74	918391.5	68	977492.0	60	963594	65	1014310.5	58	2,34	16	7	0,67	218
3954	ГУФСИН Самарская область	899150	105	930737.5	106	970769	107	967826	107	968218.0	124	2,24	16	7	1,17	337
3955	УФСИН Саратовская область	1071468	107	1065906	113	1024202.5	106	1015483.5	106	1109666	109	2,56	16	3	0,5	361
3956	УФСИН Республика Саха (Якутия)	1618143	51	1575956.5	52	1720980	45	1697065	53	1784145.0	48	4,12	16	10	1,25	152
3957	УФСИН Сахалинская область	1437012.0	44	1493100	41	1508214	39	1585839.5	42	1578577.5	40	3,65	16	9	1,25	123
3958	ГУФСИН Свердловская область	1064743	169	1091902.5	182	1092825	171	1047752.5	172	1144496	167	2,64	16	7	1,0	499
3960	УФСИН Смоленская область	991429.5	58	990352.5	54	966017.0	54	902437	59	982079	55	2,27	16	0	0,33	178
3961	УФСИН Ставропольский край	1012366.0	72	1028023	83	1065881.5	84	1018440	83	993340	77	2,29	16	-1	0,25	261
3962	УФСИН Тамбовская область	846809	71	903157	71	945773.0	64	909137.5	66	983901	65	2,27	16	16	0,83	217
3963	УФСИН Республика Татарстан	836212	103	865641.0	92	890686	99	881218.0	94	932125.5	90	2,15	16	11	1,0	310
3964	УФСИН Тверская область	925535.0	84	998357.0	86	974052.0	88	970675	85	1036151.0	90	2,39	16	11	1,5	270
3965	УФСИН Томская область	1087800	49	1172700.0	50	1191858.0	50	1166931.5	52	1382900	51	3,19	16	27	1,5	157
3966	УФСИН Республика Тыва	1410494	35	1415467.0	36	1528037	33	1480899.5	36	1629376	33	3,76	16	15	1,71	104
3967	УФСИН Тульская область	892166.5	90	888647.5	88	921790	79	957003	81	1008579.0	76	2,33	16	13	0,83	251
3968	УФСИН Тюменская область	1040023	75	1060312	73	1037753	69	1045530	67	1091057.0	76	2,52	16	4	1,33	200
3969	УФСИН Удмуртская республика	1029763	91	1003063.5	94	1072142.0	90	1079117	89	1071716.0	88	2,48	16	4	0,83	283
3970	УФСИН Ульяновская область	815384.5	68	832262	71	904732	65	915939.5	64	906406	61	2,09	16	11	1,5	192
3971	УФСИН Хабаровский край	1425400	83	1458636.5	84	1505347.0	82	1502210	81	1552493.5	82	3,59	16	8	1,0	270
3972	УФСИН Республика Хакасия	1305121.0	56	1358616.0	58	1372141.0	58	1392316.5	52	1457479.0	56	3,37	16	11	1,0	185
3973	УФСИН Ханты-Мансийский автономный округ — Югра	-1	0	1610987.5	36	1654176.5	40	1675045	35	1747633.0	32	4,04	13	8	1,12	92
3974	ГУФСИН Челябинская область	1044952	121	1041662.0	122	1159946	123	1078078	125	1201549.0	130	2,78	16	14	1,67	389
3975	УФСИН Чеченская республика	1157812.5	30	1183037	35	1225853.5	36	1182447	37	1301863.5	38	3,01	16	12	0,75	125
3976	УФСИН Чувашская республика	854650.5	64	860946	79	908596.0	72	904755.5	80	960512.0	74	2,22	16	12	1,25	235
3977	УФСИН Ярославская область	889343	75	959734.0	62	1009588	59	1008153	63	1099206	59	2,54	16	23	1,25	199
3980	Московский государственный университет имени М.В.Ломоносова	2534846.5	10	3218702.5	10	4148612	9	3996503.0	10	4167679	15	9,63	16	64	3,17	32
3984	Санкт-Петербургский государственный университет	3815521.0	6	4398658.5	6	3866889	7	5224114.5	8	4330115.0	6	10,0	16	13	2,5	21
4034	ГУ РО ФСС Республика Адыгея	439486.5	12	368211	13	452279	21	466064	19	486088.0	18	1,12	16	10	0,67	46
4035	ГУ РО ФСС Республика Алтай	590527	57	727706	13	733948.0	14	620892	37	673741	31	1,56	16	14	0,67	65
4036	ГУ РО ФСС Алтайский край	574481.5	28	553800.5	34	576693.5	30	557975	67	633662.0	66	1,46	16	10	2,0	126
4037	ГУ РО ФСС Амурская область	686413	9	579737	19	745902.0	26	791205	15	831526.5	24	1,92	16	21	2,67	45
4038	ГУ РО ФСС Архангельская область	1019586.0	28	1159152.0	24	1209998.0	24	1029101.5	28	1325719	31	3,06	16	30	1,33	82
4039	ГУ РО ФСС Астраханская область	478909	47	499806.5	34	518105	39	687195.0	30	642024.0	32	1,48	16	34	2,79	100
4040	ГУ РО ФСС Республика Башкортостан	712191.5	20	849490	17	930888.0	22	715346.5	26	741703	29	1,71	16	4	1,5	64
4041	ГУ РО ФСС Белгородская область	525522.5	10	666038.0	8	618291	9	609482	11	641271	11	1,48	16	22	0,5	28
4042	ГУ РО ФСС Брянская область	634520.5	18	628199.0	16	714786.0	16	896947	11	951594.5	14	2,2	16	49	1,67	41
4043	ГУ РО ФСС Республика Бурятия	794014.5	16	801091	17	811329.5	20	681014.5	30	876190	29	2,02	16	10	2,0	69
4044	ГУ РО ФСС Владимирская область	566633.0	18	563207	23	596326.0	20	565939.5	14	642672.0	10	1,48	16	13	0,42	52
4045	ГУ РО ФСС Волгоградская область	518698.0	58	529264	51	594760.0	52	513828	83	-1	0	1,21	14	0	0,58	124
4046	ГУ РО ФСС Вологодская область	673134	19	659703	19	701215	15	757316	23	723579.5	28	1,67	16	7	1,25	57
4047	ГУ РО ФСС Воронежская область	644441	17	630284.5	24	573143	29	627130	29	605508.0	38	1,4	16	-6	1,0	78
4048	ГУ РО ФСС Республика Дагестан	462248	21	431718.0	22	513640	19	444722	19	563426.5	18	1,3	16	21	2,12	66
4049	ГУ РО ФСС Еврейская автономная область	598323	29	-1	0	733362.5	6	662933.0	8	698309.0	6	1,61	16	16	0,25	8
4050	ГУ РО ФСС Забайкальский край	676733.0	18	818671.5	38	742546.5	30	753219.5	34	-1	0	1,78	14	11	1,25	64
4051	ГУ РО ФСС Ивановская область	586744.0	44	580255.0	36	566712	23	596834	21	713471.0	20	1,65	16	21	1,33	79
4052	ГУ РО ФСС Республика Ингушетия	549230.0	14	483023.5	14	471279.0	14	483282.0	16	535009.5	16	1,24	16	-2	0,0	49
4053	ГУ РО ФСС Иркутская область	754974	79	740383.0	70	847918.5	70	888010	61	931128	59	2,15	16	23	1,67	212
4054	ГУ РО ФСС Кабардино-Балкарская республика	465804	19	440783	19	466944.5	16	540396	15	604260	13	1,4	16	29	1,25	49
4055	ГУ РО ФСС Калининградская область	722197.5	20	658458.0	22	680640	23	684677.5	22	729564	21	1,69	16	1	1,5	75
4056	ГУ РО ФСС Республика Калмыкия	507875	15	530028	11	563720.0	8	775549.0	14	700744	13	1,62	16	37	1,0	32
4057	ГУ РО ФСС Калужская область	588267.0	16	600283.5	16	687557	17	618932.0	22	654451.0	20	1,51	16	11	1,38	52
4058	ГУ РО ФСС Камчатский край	1159292	11	1157173	9	1266257.0	30	1237694	27	1182470.0	32	2,73	16	1	2,58	50
4059	ГУ РО ФСС Карачаево-Черкесская республика	652507.0	12	558231.0	10	486646.0	14	462785	15	516189.0	18	1,19	16	-20	0,0	38
4060	ГУ РО ФСС Республика Карелия	744103	29	703362.0	28	883953.5	22	738793.0	26	928568.5	24	2,15	16	24	2,67	76
4061	ГУ РО ФСС Кемеровская область	593083.0	64	587768.0	62	639792	61	663387.5	64	636029.5	70	1,47	16	7	1,5	172
4062	ГУ РО ФСС Кировская область	644644.5	22	734590.5	20	696344	23	643070.5	20	798499	17	1,84	16	23	0,75	67
4063	ГУ РО ФСС Республика Коми	996355.5	52	983795	53	1057437	49	1079313.0	52	1081557	65	2,5	16	8	0,67	166
4064	ГУ РО ФСС Костромская область	615497.5	20	640895.0	38	677843	19	668922.5	28	-1	0	1,58	14	8	1,21	38
4065	ГУ РО ФСС Краснодарский край	449905.5	102	476554.5	98	490018	97	520830	99	543491.5	102	1,26	16	20	1,0	306
4066	ГУ РО ФСС Красноярский край	740122	59	789653	15	-1	0	-1	0	-1	0	2,06	3	6	2,83	8
4067	ГУ РО ФСС Курганская область	664023.0	18	608380	21	643999.0	16	678445	19	837353	19	1,93	16	26	1,42	52
4068	ГУ РО ФСС Курская область	659693.5	10	640395	13	711855	13	611538	13	701886.5	16	1,62	16	6	1,0	43
4069	ГУ РО ФСС Ленинградская область	670164	25	651691	17	910191.5	14	647835	23	790487	27	1,83	16	17	1,38	48
4070	ГУ РО ФСС Липецкая область	563954	15	596641.5	14	656406.5	12	652998.0	20	664672.0	20	1,54	16	17	1,5	49
4071	ГУ РО ФСС Магаданская область	1210114.5	34	1330099	33	1674139.0	12	1573868	15	1543255	17	3,57	16	27	1,0	61
4072	ГУ РО ФСС Республика Марий Эл	463088.0	8	461686	7	637381	9	505558	9	526894	13	1,22	16	13	2,25	25
4073	ГУ РО ФСС Республика Мордовия	658366	15	580636.5	14	596929	15	651917.0	18	731323	19	1,69	16	11	1,5	57
4074	ГУ РО ФСС Московская область	791657	17	811625	19	784318	23	982889	19	1001706	23	2,31	16	26	2,33	43
4075	ГУ РО ФСС Мурманская область	959131.5	32	955108	41	1034209	23	1094713	31	1110274.0	28	2,56	16	15	1,0	83
4076	ГУ РО ФСС Ненецкий автономный округ	1302432	13	1502154	7	908088.5	8	920980	11	1040571.5	12	2,4	16	-20	1,5	29
4077	ГУ РО ФСС Нижегородская область	613874	21	514912.5	32	574949	33	559059	35	672247.0	36	1,55	16	9	2,12	74
4078	ГУ РО ФСС Новгородская область	866615	25	693774.5	32	704941	35	765580	33	851907.0	30	1,97	16	-1	2,0	99
4079	ГУ РО ФСС Новосибирская область	688701	109	707589	109	725642.5	112	762848.0	72	836506.0	70	1,93	16	21	0,75	323
4080	ГУ РО ФСС Омская область	491089	31	582997	31	480537	29	597922.5	38	614434	29	1,42	16	25	0,83	92
4081	ГУ РО ФСС Оренбургская область	783201	31	723965	27	852670	23	582914	69	681385.0	62	1,57	16	-12	1,5	110
4082	ГУ РО ФСС Орловская область	518502.0	14	583407	21	594502.0	30	622455.0	20	662903	23	1,53	16	27	2,0	63
4083	ГУ РО ФСС Пензенская область	666895.0	22	580026	27	649924.0	34	569949.5	34	760601	23	1,76	16	14	0,75	83
4084	ГУ РО ФСС Пермский край	580832	45	613416	51	723114	43	672607.0	44	733925	49	1,7	16	26	1,25	145
4085	ГУ РО ФСС Приморский край	646062.0	164	741445	19	817644	19	834187	11	845540.5	24	1,95	16	30	1,21	54
4086	ГУ РО ФСС Псковская область	445684.5	98	464013	75	423868	79	477854.0	20	616293.0	20	1,42	16	38	0,25	157
4087	ГУ РО ФСС Ростовская область	568287.0	86	585107.0	74	587858	79	511009	123	574584	125	1,33	16	1	1,5	259
4088	ГУ РО ФСС Рязанская область	558796	9	542609	9	596308.5	12	597579	13	695232	15	1,61	16	24	2,42	38
4089	ГУ РО ФСС Самарская область	472490	345	490526	277	544081.0	250	531267.0	420	573273.0	272	1,32	16	21	1,0	867
4090	ГУ РО ФСС Саратовская область	752436.5	10	688474.5	10	1029595	11	809052.0	8	922090	7	2,13	16	22	0,0	33
4091	ГУ РО ФСС Республика Саха (Якутия)	974944.5	14	1107073.0	12	1034720	11	1388893.0	10	1166731	13	2,7	16	19	1,0	29
4092	ГУ РО ФСС Сахалинская область	991226	29	970884	31	928045.5	44	956857.5	54	975948	55	2,25	16	-1	2,21	114
4093	ГУ РО ФСС Свердловская область	748260	47	790966	35	866472.5	38	882463.0	46	744281	77	1,72	16	0	2,12	108
4094	ГУ РО ФСС Республика Северная Осетия — Алания	365544	33	392396.5	38	383192	43	451469.0	48	496019.5	50	1,15	16	35	1,0	112
4095	ГУ РО ФСС Смоленская область	455220	29	512820	43	455329.0	56	495881.5	42	537758	59	1,24	16	18	1,5	125
4096	ГУ РО ФСС Ставропольский край	530380.0	52	559786	47	559992	53	689412.0	50	624992.0	40	1,44	16	17	1,0	167
4097	ГУ РО ФСС Тамбовская область	494823.0	20	509914	31	612078	27	550939	33	662924.0	30	1,53	16	33	1,25	90
4098	ГУ РО ФСС Республика Татарстан	503734	111	522538.0	80	537356	103	558786	71	-1	0	1,32	14	10	0,58	150
4099	ГУ РО ФСС Тверская область	551908.0	32	557332	31	566974	35	626852	27	723174	37	1,67	16	31	1,5	101
4100	ГУ РО ФСС Томская область	961730.5	24	1172068	11	1099547.0	18	969160	21	979405.0	28	2,26	16	1	3,42	50
4101	ГУ РО ФСС Республика Тува (Тыва)	-1	0	699490.0	40	694656.0	30	765659	45	869169	39	2,01	13	24	3,25	78
4102	ГУ РО ФСС Тульская область	687567.5	28	668609.0	28	739469.5	30	720662	33	747828	33	1,73	16	8	1,5	90
4103	ГУ РО ФСС Тюменская область	629032	55	665175	45	591035	63	645667	43	601960	43	1,39	16	-4	1,5	131
4104	ГУ РО ФСС Удмуртская республика	675661	29	703534.0	38	716190	33	752755.0	28	724579	37	1,67	16	7	1,67	89
4105	ГУ РО ФСС Ульяновская область	518464	17	529311.0	18	570807	23	599498.5	28	651333	29	1,5	16	25	2,5	59
4106	ГУ РО ФСС Хабаровский край	925987.5	40	903441	35	818749	43	861352	43	940536.5	72	2,17	16	1	0,0	127
4107	ГУ РО ФСС Республика Хакасия	872631	15	969250.0	18	929741.5	14	729363	21	832814.0	24	1,92	16	-4	1,5	38
4108	ГУ РО ФСС Ханты-Мансийский автономный округ — Югра	878653.5	58	861591	83	936134.0	86	901723	135	1020141	99	2,36	16	16	1,33	257
4109	ГУ РО ФСС Челябинская область	883801	13	835796	13	825164	17	875098	19	939929	19	2,17	16	6	0,5	58
4110	ГУ РО ФСС Чеченская республика	469831	15	458234.0	12	503210	15	825468.5	14	605818.5	14	1,4	16	28	1,0	43
4111	ГУ РО ФСС Чувашская республика	544340	7	555336	9	604858	11	637077.5	14	676923.0	16	1,56	16	24	1,88	32
4112	ГУ РО ФСС Чукотский автономный округ	1234540.5	32	1389554	29	1405083.5	30	1497779	31	1574113	29	3,64	16	27	1,0	100
4113	ГУ РО ФСС Ямало-Ненецкий АО	1162469	9	1171362	15	1225899.5	14	1376833	9	1537966.5	6	3,55	16	32	0,79	34
4114	ГУ РО ФСС Ярославская область	503028.5	46	593053	51	674367	59	678916.5	54	687920.0	62	1,59	16	36	1,0	185
4115	ГУ МЧС Республика Адыгея	838202	19	878452	19	888001	17	1102292.0	20	-1	0	2,6	14	31	1,0	46
4116	ГУ МЧС Республика Алтай	1198062.0	14	1282838	15	1214806	13	1466740	15	1780878.0	6	4,11	16	48	2,42	34
4117	ГУ МЧС Алтайский край	849920.0	72	882987.0	80	976215.0	72	1125429	59	1546871	11	3,57	16	82	2,08	184
4118	ГУ МЧС Амурская область	946627	53	990693	51	1169307.5	62	1416821.0	52	1356805.0	40	3,13	16	43	2,25	134
4119	ГУ МЧС Архангельская область	994902	249	1043828	239	1575827.5	30	1885490	7	2220901.0	8	5,13	16	123	3,67	253
4120	ГУ МЧС Астраханская область	405902.0	118	779982.0	12	844936	9	-1	0	-1	0	2,12	7	108	0,5	18
4121	ГУ МЧС Республика Башкортостан	985004	31	1054597.0	30	1270237.5	28	-1	0	-1	0	3,18	7	28	2,5	59
4122	ГУ МЧС Белгородская область	737892.0	38	893322.5	18	1020873.0	14	907984	33	1366534.0	8	3,16	16	85	1,92	44
4123	ГУ МЧС Брянская область	779761	33	831577	31	937538.0	34	893653.5	30	1012635	25	2,34	16	29	1,67	97
4124	ГУ МЧС Республика Бурятия	922070	67	938575	139	1098239	79	1288868.0	84	1403979	33	3,24	16	52	2,08	182
4125	ГУ МЧС Владимирская область	849914	43	906567.0	40	1004347.5	38	1043119.0	40	1152157.0	10	2,66	16	35	1,67	105
4126	ГУ МЧС Волгоградская область	959983	67	908045	67	1094184	55	1520653.5	6	1842813	7	4,26	16	91	1,67	116
4127	ГУ МЧС Вологодская область	921811	33	938977.0	38	1054849	41	1425815	37	1397619	11	3,23	16	51	3,67	101
4128	ГУ МЧС Воронежская область	803509.0	42	856848.0	40	1019520.0	38	1024466.0	32	1066610	9	2,46	16	32	1,67	105
4129	ГУ МЧС Республика Дагестан	903950	267	1227927.0	28	1258392	25	1383734.5	10	1412584.0	10	3,26	16	56	1,29	60
4130	ГУ МЧС Еврейская автономная область	1112342.0	22	1153323	21	1526744	15	1466599.5	16	1574771.0	14	3,64	16	41	2,0	47
4131	ГУ МЧС Забайкальский край	849040	249	957110.0	234	995802	255	1011264	269	1492423.0	6	3,45	16	75	2,5	627
4132	ГУ МЧС Ивановская область	721276.0	32	841920.0	36	966806	37	976175	37	1102269.0	8	2,55	16	52	2,21	100
4133	ГУ МЧС Республика Ингушетия	970137	65	1044972.0	108	1038803	103	1002844.5	104	1215006	105	2,81	16	25	1,0	316
4134	ГУ МЧС Иркутская область	856267.0	536	935489.0	514	996496	549	1222759.0	556	1138983	619	2,63	16	33	2,0	1662
4135	ГУ МЧС Кабардино-Балкарская республика	877596.0	146	942274	151	1334697.0	18	1493514.5	18	-1	0	3,52	14	70	2,0	177
4136	ГУ МЧС Калининградская область	892581	27	958104.5	28	1018451	27	1274006	9	1446481	7	3,34	16	62	2,83	58
4138	ГУ МЧС Калужская область	770351.0	44	831547.0	42	928832	45	1034272.0	44	998535.5	42	2,31	16	29	2,25	135
4139	ГУ МЧС Камчатский край	1231864.5	192	1350313.5	140	1449361.5	198	1601076	215	1609323	225	3,72	16	30	2,25	577
4140	ГУ МЧС Карачаево-Черкесская республика	847502	135	1248451	25	1182449	35	1148466	25	1437828	7	3,32	16	69	1,0	66
4141	ГУ МЧС Республика Карелия	1211357	39	1235570	43	1433622.5	44	1444982	9	-1	0	3,41	14	19	2,67	77
4142	ГУ МЧС Кемеровская область	973307.5	90	990470.5	80	1011832.5	84	1374438.0	52	-1	0	3,24	14	41	2,0	189
4143	ГУ МЧС Кировская область	788402.5	38	878609	63	974337	43	1226962.5	70	1278527.5	38	2,95	16	62	2,33	131
4144	ГУ МЧС Республика Коми	1078871	315	1164330.5	290	1233233	295	1952133.5	32	-1	0	4,6	14	80	3,0	549
4145	ГУ МЧС Костромская область	795488	37	827942.0	32	947233.0	32	1004530	61	1241592	9	2,87	16	56	0,0	89
4146	ГУ МЧС Краснодарский край	1063274	11	1023818.5	12	962863.0	94	979485	69	1491821.0	14	3,45	16	40	0,92	72
4147	ГУ МЧС Красноярский край	1529982	7	1634475.5	6	1646728.0	6	2591135	7	-1	0	6,11	14	69	1,67	11
4149	ГУ МЧС Курская область	856427.0	32	1029250	31	970441.0	26	1029295	7	1172214	7	2,71	16	36	3,0	65
4151	ГУ МЧС Липецкая область	803315	29	844746	31	1074010.0	26	1194534.5	6	-1	0	2,82	14	48	4,33	59
4152	ГУ МЧС Магаданская область	1619541	21	1463417.0	58	1791060.0	26	2460002.5	16	3211593.0	6	7,42	16	98	2,67	51
4153	ГУ МЧС Республика Марий Эл	774834.0	28	-1	0	-1	0	-1	0	845645.5	8	1,95	16	9	None	None
4154	ГУ МЧС Республика Мордовия	672094.5	198	855442	27	1085794	29	1244860.0	8	-1	0	2,94	14	85	1,67	59
4155	ГУ МЧС Московская область	891474.5	76	1065571	73	1189076.0	66	1062914.0	70	1506578.0	6	3,48	16	68	2,67	186
4156	ГУ МЧС Мурманская область	1493373.0	30	1585140	29	1769557.5	30	2513943	27	2408599.0	6	5,56	16	61	3,33	71
4157	ГУ МЧС Ненецкий автономный округ	1221741	39	1456346.0	40	1449357.5	40	-1	0	1628546	45	3,76	16	33	4,0	67
4158	ГУ МЧС Нижегородская область	642457	501	1003353.0	54	1059807	43	1225234	45	-1	0	2,89	14	90	3,33	116
4159	ГУ МЧС Новгородская область	801212.5	50	846787.0	44	981086	43	920528	37	-1	0	2,17	14	14	1,5	115
4160	ГУ МЧС Новосибирская область	918620	67	984225.5	62	1160221.0	66	1242621	67	1634225	13	3,78	16	77	2,67	151
4161	ГУ МЧС Омская область	863082.5	54	942679	57	1040490.5	58	1290897	35	-1	0	3,04	14	49	2,92	124
4162	ГУ МЧС Оренбургская область	726503.5	302	789689.5	280	882741.0	226	814342.5	244	1390422	9	3,21	16	91	1,83	627
4163	ГУ МЧС Орловская область	869294.5	32	847597	27	858376.0	20	995249.5	26	1139217.5	8	2,63	16	31	0,58	70
4164	ГУ МЧС Пензенская область	799325	29	885632.0	26	-1	0	1297986.0	28	1149903	27	2,66	16	43	2,33	43
4165	ГУ МЧС Пермский край	1028522.5	76	1066376	69	1087979.0	70	1329880.0	38	1237916.0	8	2,86	16	20	2,0	162
4166	ГУ МЧС Приморский край	1126634	21	1149578.5	54	1295388.0	58	1986867	7	1854834	7	4,28	16	64	2,25	79
4167	ГУ МЧС Псковская область	669505.0	144	717150	129	824811	129	844908	133	816413	145	1,89	16	21	1,75	451
4168	ГУ МЧС Ростовская область	727630.5	362	814530.0	154	1230848	9	-1	0	1341429.0	6	3,1	16	84	1,67	156
4169	ГУ МЧС Рязанская область	926995.0	20	871734	19	1011986	19	1067187	19	1187508.5	8	2,74	16	28	2,0	59
4170	ГУ МЧС Самарская область	643600	351	732158	209	987813.5	24	1086005	27	-1	0	2,56	14	68	2,33	209
4171	ГУ МЧС Саратовская область	821340.5	50	845746.5	46	1026400.5	44	1151472	9	1085994	9	2,51	16	32	2,67	89
4172	ГУ МЧС Республика Саха (Якутия)	1393135.5	56	1434600	59	1646510	41	2647701	25	1834550.0	8	4,24	16	31	3,5	98
4173	ГУ МЧС Сахалинская область	1555232	19	1424124.5	20	1763172	17	-1	0	-1	0	4,42	7	13	2,42	30
4174	ГУ МЧС Свердловская область	935382	143	970212	133	1185704	155	1201848	95	1242033.5	36	2,87	16	32	1,67	308
4175	ГУ МЧС Республика Северная Осетия — Алания	897360.0	182	942410	179	1411071.5	18	1159123.0	22	1292338.5	8	2,99	16	44	1,67	202
4176	ГУ МЧС Смоленская область	827171.0	28	881904	25	1072864	25	1040824	25	1254778.0	8	2,9	16	51	2,25	73
4177	ГУ МЧС Ставропольский край	767115.0	322	-1	0	906744	63	-1	0	1441939	9	3,33	16	87	0,75	6
4178	ГУ МЧС Тамбовская область	897049	15	982304.0	12	1195451	11	-1	0	-1	0	2,99	7	33	3,75	24
4179	ГУ МЧС Республика Татарстан	720214.0	72	673882.5	584	-1	0	1124711.5	20	1616863	7	3,74	16	124	3,83	68
4180	ГУ МЧС Тверская область	790788	33	1073455.0	50	1026022.0	20	1140717	25	1163665	19	2,69	16	47	0,0	57
4181	ГУ МЧС Томская область	1077378	39	1199545	39	-1	0	1234313	79	1330966.5	14	3,07	16	23	2,0	55
4182	ГУ МЧС Республика Тува (Тыва)	1349096	17	1403266	17	1463025	21	1642511	17	2075600.0	6	4,79	16	53	2,33	50
4183	ГУ МЧС Тульская область	842685.0	42	866410	45	1017999	47	1097604	41	1396713	11	3,23	16	65	3,0	104
4184	ГУ МЧС Тюменская область	1006210	63	1048427	61	1159321	59	1157708	53	1513170.5	10	3,5	16	50	1,33	155
4185	ГУ МЧС Удмуртская республика	931037.5	34	1004439	33	1265058	23	1194803	33	-1	0	2,82	14	28	2,67	46
4186	ГУ МЧС Ульяновская область	817700	55	896013.5	44	1000930	47	1256011	43	1462247.5	6	3,38	16	78	3,0	118
4187	ГУ МЧС Хабаровский край	1171056.0	34	1091972	51	1249078	49	1414818	9	1254591	17	2,9	16	7	2,5	76
4188	ГУ МЧС Республика Хакасия	974075	159	1012660	161	1093830.0	170	1310258.5	32	1975065.0	8	4,56	16	102	2,0	312
4189	ГУ МЧС Ханты-Мансийский автономный округ — Югра	1592254.0	90	1608040	75	1831296	83	2483136.5	36	2211327	9	5,11	16	38	3,25	179
4190	ГУ МЧС Челябинская область	724130	383	777636	371	1222622.0	36	950242.5	568	961884.0	598	2,22	16	32	2,33	822
4191	ГУ МЧС Чеченская республика	1195843	17	1203376.0	16	1503691	17	1198699.5	20	1343117.0	16	3,1	16	12	1,5	52
4192	ГУ МЧС Чувашская республика	837118.5	40	827958	39	954688.0	38	1000597.5	40	-1	0	2,36	14	19	2,33	97
4193	ГУ МЧС Чукотский автономный округ	1798109	11	1918991	13	2039094	11	3150394.0	6	-1	0	7,43	14	75	2,71	18
4194	ГУ МЧС Ямало-Ненецкий АО	1290292	247	1377717.5	264	1555232.0	288	2448390.0	32	2265204	27	5,23	16	75	2,75	417
