INPUT:id_left	INPUT:id_right	INPUT:json_left	INPUT:json_right	GOLDEN:result	HINT:text
person-1476377	section-4402107	"{""sections"":[{""person"":{""name_raw"":""Пекишев В.В.""},""incomes"":[{""size"":1334681},{""size"":319668,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""а/м легковой Киа спортаж""}],""real_estates"":[{""square"":18,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":56,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":22,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":36,""type_raw"":""гараж"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":18,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":56,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":22,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":18,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":18,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":56,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2015"",""source"":""disclosures"",""office"":""Министерство обороны"",""office_id"":450,""office_section_count"":351383,""surname_rank"":31886},{""person"":{""name_raw"":""Пекишев В.В.""},""incomes"":[{""size"":1000050},{""size"":121354,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""а/м легковой Киа сыд""}],""real_estates"":[{""square"":74,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":56,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":36,""type_raw"":""гараж"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":56,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":56,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2014"",""source"":""disclosures"",""office"":""Министерство обороны"",""office_id"":450,""office_section_count"":351383,""surname_rank"":31886}]}"	"{""sections"":[{""person"":{""name_raw"":""Пекишев В.В.""},""incomes"":[{""size"":1585760},{""size"":171034,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""а/м легковой Киа Cпортаж""}],""real_estates"":[{""square"":44,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":24,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":74,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":36,""type_raw"":""гараж"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":44,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":24,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":74,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":74,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":24,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2016"",""source"":""disclosures"",""office"":""Министерство обороны"",""office_id"":450,""office_section_count"":351383,""surname_rank"":31886}]}"	YES	
section-2127219	section-2124467	"{""sections"":[{""person"":{""name_raw"":""Ерохина Юлия Васильевна"",""role"":""Консультант бухгалтерии управления делами""},""incomes"":[{""size"":499191}],""real_estates"":[{""square"":59,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2013"",""source"":""disclosures"",""office"":""Рязань - городской округ"",""office_id"":2478,""office_section_count"":6843,""surname_rank"":707}]}"	"{""sections"":[{""person"":{""name_raw"":""Ерохина Юлия Васильевна"",""role"":""Консультант бухгалтерии управления делами""},""incomes"":[{""size"":527959}],""real_estates"":[{""square"":59,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""Рязань - городской округ"",""office_id"":2478,""office_section_count"":6843,""surname_rank"":707}]}"	YES	
section-4167301	section-2501738	"{""sections"":[{""person"":{""name_raw"":""Потылицина Е.В."",""role"":""заместитель начальника"",""department"":""ФКУ ОИК-40 ГУФСИН России по Красноярскому краю""},""incomes"":[{""size"":1184871}],""vehicles"":[{""text"":""автомобиль легковой Мазда 3""}],""real_estates"":[{""square"":66,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":66,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2014"",""source"":""disclosures"",""office"":""УФСИН Республика Дагестан"",""office_id"":3913,""office_section_count"":15082,""surname_rank"":20253}]}"	"{""sections"":[{""person"":{""name_raw"":""Потылицина Е.В."",""role"":""начальник"",""department"":""ФКУ ИК-22 ГУФСИН России по Красноярскому краю""},""incomes"":[{""size"":1835234}],""real_estates"":[{""square"":35,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":71,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":35,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":71,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""ГУФСИН Пермский край"",""office_id"":3949,""office_section_count"":22532,""surname_rank"":20253}]}"	YES	В пересечении:фамилия, ФСИН, наличие ребенка.  ФСИНовцы, кажется, вполне мобильны, могла и переехать
section-979298	section-975840	"{""sections"":[{""person"":{""name_raw"":""Гурьянова Ирина Анатольевна"",""role"":""ведущий специалист отдела по развитию ТОС и работе с населением администрации Правобережного района"",""department"":""Совокупный годовой доход Быковой О.В. сложился из нескольких источников – заработная плата по основному месту работы, стипендия и доход от продажи недвижимого имущества.""},""incomes"":[{""size"":114862},{""size"":445518,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""а/м \nОпель Астра (индивидуальная)"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":44,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":65,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":65,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":65,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":65,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2014"",""source"":""disclosures"",""office"":""Магнитогорский - городской округ"",""office_id"":2066,""office_section_count"":4456,""surname_rank"":1236}]}"	"{""sections"":[{""person"":{""name_raw"":""Гурьянова Ирина Анатольевна"",""role"":""ведущий специалист отдела по развитию ТОС и работе с населением администрации Правобережного района""},""incomes"":[{""size"":410658},{""size"":874044,""relative"":""супруг(а)""},{""size"":4063,""relative"":""ребенок""}],""vehicles"":[{""text"":""а/м \nХенде Солярис (индивидуальная)""},{""text"":""а/м \nОпель Астра (индивидуальная)"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":44,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":65,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":65,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""Магнитогорский - городской округ"",""office_id"":2066,""office_section_count"":4456,""surname_rank"":1236}]}"	YES	
section-3823881	section-4754251	"{""sections"":[{""person"":{""name_raw"":""Панова Е.В."",""role"":""Заместитель начальника отдела""},""incomes"":[{""size"":761769},{""size"":4318538,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""автомобиль легковой: Мини"",""relative"":""супруг(а)""},{""text"":""автомобиль легковой: Форд"",""relative"":""супруг(а)""},{""text"":""мототранспортные средства: мотоцикл Хонда"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":179,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":49,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":835,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":269,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":179,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":85,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":1320,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":649,""type_raw"":""Нежилое помещение"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":835,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":49,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":179,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":835,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2018"",""source"":""disclosures"",""office"":""Шереметьевская таможня"",""office_id"":5511,""office_section_count"":4422,""surname_rank"":191}]}"	"{""sections"":[{""person"":{""name_raw"":""Панова Е.В."",""role"":""Заместитель начальника отдела""},""incomes"":[{""size"":972592},{""size"":4371903,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""автомобиль легковой: Мини"",""relative"":""супруг(а)""},{""text"":""автомобиль легковой: Форд"",""relative"":""супруг(а)""},{""text"":""мототранспортные средства: мотоцикл Хонда"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":179,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":49,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":835,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":269,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":179,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":85,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":1320,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":649,""type_raw"":""Нежилое помещение"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":835,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":49,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":179,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":835,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2019"",""source"":""disclosures"",""office"":""Шереметьевская таможня"",""office_id"":5511,""office_section_count"":4422,""surname_rank"":191}]}"	YES	
section-644686	section-3665472	"{""sections"":[{""person"":{""name_raw"":""Линник Юлия Викторовна"",""role"":""Консультант отдела лицензирования и лицензионного контроля""},""incomes"":[{""size"":348371},{""size"":437430,""relative"":""супруг(а)""}],""real_estates"":[{""square"":44,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":68,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":1194,""type_raw"":""Земельный участок Земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":2583000,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":44,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":68,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2016"",""source"":""disclosures"",""office"":""Правительство Белгородской области"",""office_id"":197,""office_section_count"":6854,""surname_rank"":2195}]}"	"{""sections"":[{""person"":{""name_raw"":""Линник Ю.В."",""role"":""консультант отдела""},""incomes"":[{""size"":522344},{""size"":697999,""relative"":""супруг(а)""}],""real_estates"":[{""square"":44,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":68,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":2583000,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":1194,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":68,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":44,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":68,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":44,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":68,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2018"",""source"":""disclosures"",""office"":""Управление государственного жилищного надзора Белгородской области"",""office_id"":7227,""office_section_count"":22,""surname_rank"":2195}]}"	YES	
section-3321595	section-2145767	"{""sections"":[{""person"":{""name_raw"":""Агапова О.Ю."",""role"":""директор"",""department"":""ФКП Образовательное учреждение № 60 ФСИН России""},""incomes"":[{""size"":556382},{""size"":963843,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""автомобиль легковой Хендай Гетц"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":65,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":68,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":65,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":68,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":65,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":68,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":65,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2014"",""source"":""disclosures"",""office"":""УФСИН Костромская область"",""office_id"":3933,""office_section_count"":2973,""surname_rank"":856}]}"	"{""sections"":[{""person"":{""name_raw"":""Агапова О.Ю."",""role"":""директор"",""department"":""ФКП Образовательное учреждение № 60 ФСИН России""},""incomes"":[{""size"":556382},{""size"":963843,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""автомобиль легковой Хендай Гетц"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":65,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":68,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":65,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":68,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":65,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":68,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":65,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2014"",""source"":""disclosures"",""office"":""Федеральная служба исполнения наказаний"",""office_id"":482,""office_section_count"":62954,""surname_rank"":856}]}"	YES	
section-3583606	section-4290239	"{""sections"":[{""person"":{""name_raw"":""Царьков А.Я."",""role"":""Начальник поста""},""incomes"":[{""size"":1654630},{""size"":509876,""relative"":""супруг(а)""},{""size"":2208,""relative"":""ребенок""}],""vehicles"":[{""text"":""автомобиль легковой Ситроен (индивидуальная)""},{""text"":""автомобиль легковой Опель (индивидуальная)"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":50,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":70,""type_raw"":""квартира (фактическое предоставление)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":70,""type_raw"":""квартира (фактическое предоставление)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":75,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":50,""type_raw"":""квартира (фактическое предоставление)"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":70,""type_raw"":""квартира (фактическое предоставление)"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":70,""type_raw"":""квартира (фактическое предоставление)"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2014"",""source"":""disclosures"",""office"":""Калининградская областная таможня"",""office_id"":5501,""office_section_count"":1680,""surname_rank"":3665}]}"	"{""sections"":[{""person"":{""name_raw"":""Царьков А.Я."",""role"":""Начальник таможенного поста""},""incomes"":[{""size"":1352778},{""size"":185000,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""автомобиль легковой Ситроен""}],""real_estates"":[{""square"":66,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":66,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":66,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":66,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2019"",""source"":""disclosures"",""office"":""Калининградская областная таможня"",""office_id"":5501,""office_section_count"":1680,""surname_rank"":3665}]}"	YES	
section-3004409	section-3008132	"{""sections"":[{""person"":{""name_raw"":""Ежова Светлана Николаевна"",""role"":""Специалист 1 разряда""},""incomes"":[{""size"":154878}],""year"":""2009"",""source"":""disclosures"",""office"":""Управление Федерального казначейства Самарская область"",""office_id"":4775,""office_section_count"":2804,""surname_rank"":881}]}"	"{""sections"":[{""person"":{""name_raw"":""Ежова Светлана Николаевна"",""role"":""казначей""},""incomes"":[{""size"":240594},{""size"":0,""relative"":""ребенок""}],""real_estates"":[{""square"":61,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":61,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2012"",""source"":""disclosures"",""office"":""Управление Федерального казначейства Самарская область"",""office_id"":4775,""office_section_count"":2804,""surname_rank"":881}]}"	YES	
section-1506383	section-1508509	"{""sections"":[{""person"":{""name_raw"":""Булатова Жанна Николаевна"",""role"":""Начальник финансового управления""},""incomes"":[{""size"":1009416}],""vehicles"":[{""text"":""Легковой автомобиль:\nСанг Йонг Актион""}],""real_estates"":[{""square"":60,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":60,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":25,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":60,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":60,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""Рязанский район"",""office_id"":2592,""office_section_count"":1265,""surname_rank"":326}]}"	"{""sections"":[{""person"":{""name_raw"":""Булатова Жанна Николаевна"",""role"":""Начальник финансового управления""},""incomes"":[{""size"":1082162}],""vehicles"":[{""text"":""Легковой автомобиль:\nСанг Йонг Актион""}],""real_estates"":[{""square"":60,""type_raw"":""-квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":60,""type_raw"":""-квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":25,""type_raw"":""-квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":60,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":60,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2018"",""source"":""disclosures"",""office"":""Рязанский район"",""office_id"":2592,""office_section_count"":1265,""surname_rank"":326}]}"	YES	
section-568842	section-567618	"{""sections"":[{""person"":{""name_raw"":""Звонарева Г.В."",""role"":""заместитель начальника бюджетного отдела управления финансов и налоговой политики""},""incomes"":[{""size"":297225}],""real_estates"":[{""square"":800,""type_raw"":""земельный участок земельный участок земельный участок земельный участок земельный участок  квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":800,""type_raw"":""гараж"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2013"",""source"":""disclosures"",""office"":""Яковлевский - городской округ"",""office_id"":1441,""office_section_count"":1563,""surname_rank"":5135}]}"	"{""sections"":[{""person"":{""name_raw"":""Звонарева Г.В."",""role"":""заместитель начальника бюджетного отдела управления финансов и налоговой политики""},""incomes"":[{""size"":599118}],""real_estates"":[{""square"":800,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":500,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":30,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":1588,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":61,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":27,""type_raw"":""гараж"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":89,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2018"",""source"":""disclosures"",""office"":""Яковлевский - городской округ"",""office_id"":1441,""office_section_count"":1563,""surname_rank"":5135}]}"	YES	
section-3570568	section-3572652	"{""sections"":[{""person"":{""name_raw"":""Колосова Л.И."",""role"":""Главный специалист-эксперт""},""incomes"":[{""size"":342101},{""size"":111268,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""автомобиль\nМазда 6"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":114,""type_raw"":""квартира\n(пользование)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":1412,""type_raw"":""земельный участок\n(собственность,\n 38/1000 доли)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":20,""type_raw"":""гараж\n(собственность)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":1501,""type_raw"":""земельный участок \n(пользование)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":114,""type_raw"":""квартира\n(пользование)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":114,""type_raw"":""квартира\n(пользование)"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2009"",""source"":""disclosures"",""office"":""Управление Федеральной службы государственной регистрации, кадастра и картографии Тюменская область"",""office_id"":5288,""office_section_count"":945,""surname_rank"":800}]}"	"{""sections"":[{""person"":{""name_raw"":""Колосова Л.И."",""role"":""Главный специалист-эксперт""},""incomes"":[{""size"":347261},{""size"":408403,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""автомобиль\nМазда 6"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":114,""type_raw"":""квартира\n(пользование)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":1412,""type_raw"":""земельный участок\n(собственность,\n 38/1000 доли)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":20,""type_raw"":""гараж\n(собственность)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":114,""type_raw"":""квартира\n(пользование)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":114,""type_raw"":""(пользование)\nквартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":114,""type_raw"":""(пользование)"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2010"",""source"":""disclosures"",""office"":""Управление Федеральной службы государственной регистрации, кадастра и картографии Тюменская область"",""office_id"":5288,""office_section_count"":945,""surname_rank"":800}]}"	YES	
